肱骨外科颈骨折,15,512474.14,247804.00,58
丙型肝炎相关性肾炎,16,20107.71,2499.84,2
原发性肺结核，未提及细菌学或组织学的证实,08,4098.49,2637.26,1
淤积性皮炎,12,4432.93,2642.10,1
腺淋巴瘤 (D11.-),10,431.79,116.65,1
不完全性流产,15,119074.56,57054.86,76
肾萎缩,10,2523.83,1878.63,1
腺状上皮内肿瘤，Ⅲ级,15,6211.58,2991.32,1
声带白斑,13,35828.05,22240.22,2
皮肤病（红皮病）,15,3105.11,1572.84,2
头部内伤病（脑震荡）,16,12444.02,5904.82,4
真菌性角膜炎,07,1627.83,1007.08,1
器质性遗忘综合征，非由酒精和特指精神活性物质所致,15,9178.89,6455.54,1
化脓性脑膜炎,13,15967.67,6953.43,1
乳腺恶性肿瘤，下部,16,14068.17,8772.06,1
子宫肉瘤,14,4484.18,3055.91,1
粘液性中耳炎,10,10218.59,7322.06,1
大脑动脉闭塞和狭窄,15,343133.09,231067.02,171
鞘膜积液,10,3467.79,2528.88,1
臀脓肿,12,18093.54,12491.42,5
眼球酸性烧伤,13,3302.05,1591.94,2
良性脂肪瘤样肿瘤,14,62150.58,34893.79,9
手感染性滑囊炎,15,17449.49,10147.76,11
创伤性胃穿孔,13,4367.14,3288.56,1
腕关节脱位,12,4031.28,2091.36,1
腹壁脓肿,09,3367.18,1971.70,1
垂体炎,11,650.82,186.00,1
甲状腺炎性包块,07,2445.83,1253.57,1
鞍背脑膜瘤,13,24803.10,12090.26,1
乙型病毒性肝炎,12,52449.62,38496.27,5
胸腰椎椎管狭窄,16,176811.39,79954.84,7
关节炎(病) NOS,07,33570.54,21365.06,9
继发性甲状旁腺功能减退症,13,18528.35,9605.70,1
颈淋巴结炎,09,8986.39,6164.78,3
耳(外)蜂窝织炎,12,5674.66,2816.80,1
声带脓肿,16,6686.67,3506.66,1
子宫内膜非典型增生,13,4366.17,1721.30,1
特指贫血,15,226022.64,120244.00,65
阴道炎,12,71746.88,46333.88,29
前列腺梗阻 NOS,13,13084.83,9738.44,1
下肢骨折，水平未特指,14,16000.19,11424.92,2
囊内乳头状腺瘤,15,2808.27,1228.07,1
盲肠炎,14,90535.90,52519.11,29
外阴肿物,14,7093.31,3141.71,1
混合痔手术,07,58590.87,30342.21,32
小脑良性肿瘤,11,127287.62,52605.99,2
银屑病[牛皮癣],12,137053.18,88482.23,17
避孕环残留 (Y76.201),09,2197.96,0.00,1
昏睡病 NOS,09,2399.53,1634.32,1
维生素A意外中毒,15,1089.61,128.90,1
胃出血,14,166633.38,102358.07,23
外阴湿疹,16,14042.16,9078.43,7
胃十二指肠炎,14,18587.73,13336.32,3
慢性上颌窦炎,15,189314.19,98362.55,74
鼻甲粘连,08,3381.34,2021.50,1
股骨头无菌性坏死,15,9836147.32,3123768.06,347
颅脑外伤性精神障碍,15,26666.98,16541.48,6
淋巴样白血病 (M982，M9940-M9941，/3),12,5861.88,3552.30,1
鼾症(打鼾),13,160784.70,93796.29,20
慢性淋巴细胞白血病 (C91.1),08,10960.66,7259.56,2
脑出血后遗症,11,54728.56,43740.42,13
妊娠合并子宫瘢痕,10,804.28,151.33,1
恶心和呕吐,14,16836.25,10822.59,4
拇指骨折,13,5004.68,3475.35,1
基底细胞样癌,14,11664.91,7744.16,2
第一腕掌关节特指创伤后关节病,15,1006.96,581.71,1
脾假性囊肿,15,4599.64,2080.67,2
产伤致新生儿肋骨骨折,15,844.38,511.87,1
心血管性神经官能症,09,2217.14,1641.58,1
十二指肠球炎,13,26225.13,14957.43,10
腹主动脉假性动脉瘤,15,49606.54,35801.96,2
肠出血,13,1090289.90,604460.68,151
包裹性脓胸,12,20116.45,12885.03,2
骨和软骨肿瘤,10,5231.85,4537.53,1
阿尔茨海默病,16,165826.62,111290.38,16
玻璃体混浊,14,58101.68,32864.93,9
脂肪肉瘤,11,4226.17,2824.31,1
急性和亚急性感染性心内膜炎,15,26785.19,8941.34,1
脑血管病后遗症,05,2206.00,1333.71,1
背部皮肤恶性肿瘤,15,87051.99,30704.95,2
拇指骨折,10,11662.28,7914.66,2
脑器质性精神病,05,12014.40,9918.36,2
有机磷酸盐和氨基甲酸酯杀虫剂毒性效应,16,25342.27,8474.28,1
特指急性鼻窦炎,16,2273.14,1404.96,2
急性正后壁心肌梗死,15,11350.77,5927.42,1
颌下淋巴结肿大,15,46433.90,25437.42,7
支气管恶性肿瘤,08,4022.19,0.00,1
下肢血肿,13,3544.70,2072.03,1
矮小症,15,5433.74,1041.24,2
症状性局灶性癫痫,16,7058.89,2675.68,1
输尿管下段结石,10,5785.24,3884.24,1
乳房下外象限恶性肿瘤,15,3721.37,1410.37,1
躯干骨折病,16,4937.43,2712.58,1
肘部挫伤,15,192027.85,75691.93,32
水肿 NOS,14,95778.34,65531.61,11
社区获得性肺炎，重症,14,5894.64,3429.18,1
卵巢包涵囊肿,11,323565.55,172899.74,57
肺源性心脏病,14,1234390.72,920112.16,128
子宫脱垂 NOS,11,16354.45,10605.56,2
粉刺,15,9964.48,5470.49,2
多发性骨髓瘤 (C90.0),09,25282.33,15718.01,6
牛肝菌中毒,16,2452.65,1323.43,1
阴道血肿,15,16128.98,6287.99,5
胰腺瘤,10,2599.08,1874.80,1
抽搐状态,10,6343.62,5066.44,1
宫颈平滑肌瘤,14,75276.25,39880.79,7
疱疹性口炎病毒病[印地安纳热],08,10406.00,6954.13,4
陈旧性股骨颈骨折,06,24734.89,17165.44,1
马丘波出血热,15,1153.73,609.94,1
颊间隙感染,16,25623.52,12310.95,7
丝状角膜炎,16,3819.94,2118.78,2
胼胝体良性肿瘤,16,17480.95,7757.25,1
急性风湿热,10,19379.26,15151.72,2
先天性膝滑膜骨软骨瘤病,16,28943.63,18327.49,3
白内障,15,28228300.37,11856223.83,4402
心脏良性肿瘤,15,67690.32,44586.41,1
腹股沟疝修补手术,14,22259.57,15977.27,4
子宫损伤,16,1309.20,841.50,1
面部囊肿,14,7303.74,4115.52,1
甲状腺恶性肿瘤,15,3758477.53,1592261.67,210
脑干出血,16,903934.65,390229.78,49
胸壁畸形,15,16442.20,4537.09,1
葡萄胎,11,5373.78,2668.57,2
胃结石,16,12259.03,7939.78,5
关节周围炎,15,120197.31,77186.54,40
对精神有影响药物中毒,14,2402.62,1434.29,1
滑膜炎和腱鞘炎,13,9056.06,6225.40,2
出血或梗死中风后遗症 NOS,09,35970.91,26578.46,4
消化不良,13,27100.83,18396.57,5
视神经炎,13,43493.26,29312.78,5
前列腺结石,10,9888.62,7548.97,1
骶骨骨折,12,15738.74,11476.24,4
胸腔良性肿瘤,15,21767.39,4876.69,1
单核细胞增多症,16,32244.60,14162.87,9
乱性房性心率,13,2706.39,1857.27,1
脑震荡,07,2817.30,1403.22,2
宫颈残端出血,15,12002.03,5876.88,4
机化性肺炎,15,56969.80,32996.92,3
应激性高血压,16,1431.85,569.84,1
特指胆石症,16,54082.20,25493.67,8
筛窦炎(慢性),06,772.18,190.42,1
胃肠道手术后呕吐,08,1565.90,897.97,1
甲状腺恶性肿瘤,13,140180.78,106491.37,5
接触特指和热和烫物质,15,20811.34,10539.98,13
感染性滑膜炎,16,8886.80,5962.48,2
妊娠合并结缔组织疾病,16,10013.11,2792.32,1
继发性单侧膝关节病,15,8235.95,4695.43,3
舌根淋巴结肿大,16,5113.83,2919.41,1
下肢皮肤脓肿、疖和痈,10,1312.66,542.61,1
外伤性喉蹼,13,1371.20,562.50,1
脑萎缩,08,24310.05,16247.98,5
舌鳞状上皮增生,07,5985.28,3557.90,1
淋球菌性睾丸炎,13,13415.80,9542.54,4
肾挫伤,11,2939.27,2323.71,1
胆源性胰腺炎,13,16432.35,12790.58,1
阴茎阴囊部尿道下裂,16,30392.18,11075.46,2
充血性心力衰竭,15,9900300.14,5223141.17,677
肝硬变,05,942.08,388.83,1
老年性心肌炎,07,2577.17,1637.50,1
慢性牙髓炎,14,4597.87,3082.89,4
陈旧性多部位骨折,15,143156.96,50677.51,17
原发性全身性骨关节病,14,6161.78,4787.90,1
支气管损伤,16,11821.10,4051.49,1
意识障碍,14,69418.20,57779.96,1
巨细胞病毒性脑炎,15,14955.73,4488.82,2
下肢血管损伤,14,15259.80,11877.51,2
膀胱损伤,15,9544.96,2473.48,1
康诺尔于立克次体斑疹热,11,4898.25,3532.20,1
躯体疾病所致精神障碍,13,165089.23,101856.76,92
肾错构瘤,12,1879.55,1251.28,1
流产、异位妊娠和葡萄胎妊娠后盆腔器官和组织损伤,16,17789.63,4565.35,2
慢性淋巴细胞性白血病,10,91065.14,34382.84,1
天行赤眼病,15,9835.60,2097.13,2
银屑病,14,255238.70,175902.24,27
下肢浅表静脉炎,11,10745.06,5722.69,1
功能障碍性子宫出血,13,151715.57,82048.38,56
外阴肿瘤,15,15145.31,3955.92,3
腋下淋巴结肿大,09,2734.05,1976.17,1
升结肠息肉,16,65139.73,25394.48,9
跖骨肿物,16,2423.07,858.59,1
先天性颈椎畸形,12,147645.28,61553.37,1
急性肾皮质坏死,16,1911.77,1204.45,1
慢性活动型乙型病毒性肝炎,12,51157.63,27994.02,10
慢性鼻炎,12,19661.95,13181.24,8
顽固性贫血 NOS (D46.4),13,13162.65,8355.14,2
面部脂肪瘤,15,85864.49,44920.75,36
会厌恶性肿瘤,15,92760.91,47671.23,7
岛回癌,15,5575.39,3479.49,1
精神性疼痛(情绪性头痛),10,1521.35,947.75,1
关节炎(病) NOS,09,105381.96,75037.29,22
继发性青光眼,06,1082.39,458.24,1
宫颈水肿,12,15310.23,9888.73,6
直肠壶腹恶性肿瘤,13,3282.00,1650.18,1
直肠炎,08,46300.92,27424.69,23
肾盂积水 NOS,12,32792.01,23813.75,7
妊娠合并全血细胞减少,14,6312.38,3519.66,1
皮肤感染,09,2928.65,1829.51,1
神经官能症,16,73885.34,41194.76,23
宫颈肥厚性延长,15,3020.87,1613.62,1
食管恶性肿瘤,13,454278.55,318802.45,23
影像不等,12,2353.95,834.93,1
营养性消瘦,08,487.41,132.28,1
肾脓肿,16,209170.42,120699.96,30
隐球菌性脑膜炎,15,200894.17,63189.97,6
可疑结核病观察,15,30338.29,6836.64,3
肛门出血,16,5577.70,1917.35,2
糖尿病性冠心病,10,179022.96,146627.64,29
剖宫产术新生儿,16,431610.06,164100.87,69
具有眼内晶状体,15,10624.08,6076.88,1
急性非感染性胃肠炎,16,309034.44,182313.22,243
结膜炎,06,928.21,301.65,1
膀胱癌病,15,1310481.82,625166.51,98
前臂血管损伤,16,5702.29,2787.70,1
下肢动脉栓塞,15,368120.65,151711.22,16
淀粉样变,16,2551.68,626.84,1
肩袖肌腱损伤,16,9730.80,2148.12,1
麻痹性睑外翻,14,10185.09,4667.06,2
阴蒂囊肿,10,2310.18,1280.69,1
手术后胸腔感染,15,5350.70,3836.63,2
咽部血管瘤 (M91200/0),13,5745.98,3527.60,1
酒精性肝纤维化和肝硬化,15,70538.41,35171.58,8
支气管周围炎,13,14031.70,10205.12,1
病毒性结膜炎,09,4065.42,2855.99,2
细菌性结肠炎,13,72810.66,45290.10,33
鼻骨骨折,09,5846.21,3940.27,3
化脓性胆管炎,13,40917.83,22262.13,6
急性淋巴细胞性白血病，L3型,15,21531.58,6213.25,4
异位妊娠后休克,16,16679.88,7587.82,1
外眼特指部位异物,15,1782.74,766.28,1
胃淋巴肉瘤 (M95920/3),13,59970.12,37883.43,2
包皮炎,14,5035.37,3891.03,1
身体多处(无毒)昆虫咬伤,10,2049.31,1467.88,1
先天性脐茸,15,26912.72,5838.13,3
无抑制神经病性膀胱，NEC,06,1785.01,1099.13,1
婴儿腹泻,16,38952.98,13105.23,46
神经衰弱[比尔德氏病],11,4210.79,2252.91,1
甲状腺功能异常,14,12544.85,8074.61,5
脾包膜下出血,13,4977.56,2787.40,1
子宫颈息肉(粘液性),10,13731.48,9354.02,6
急性阑尾炎穿孔伴局限性腹膜炎,15,120165.41,46234.65,14
颞颌关节炎,16,3935.15,2517.87,3
腰椎关节紊乱,13,58816.30,43438.55,9
胆管肿瘤,16,175219.30,53510.16,7
虚眩病,16,2690.24,1361.16,1
单侧痣,10,4632.87,1878.72,1
皮肤淀粉样变性,11,3735.86,3086.22,2
肝恶性细胞瘤,13,50248.83,24531.89,5
意识丧失,12,89005.71,57434.32,10
先天性肾囊肿,07,1641.73,812.35,1
肠代食管吻合口狭窄,14,10218.54,5471.65,1
振动病[振动性植物神经炎],14,15964.23,12265.13,1
鼻中隔脓肿,16,2586.29,1593.13,1
头部全秃,11,5950.81,4443.75,1
甲状腺恶性肿瘤,16,1458200.68,580977.51,78
胆管肿瘤,15,96713.08,33703.71,10
上肢关节和韧带的脱位、扭伤和劳损，水平未特指,13,4023.12,2059.28,1
喘息性支气管肺炎,08,4197.64,2886.88,2
阴道恶性肿瘤,15,270553.53,160634.29,12
青年起病成年型糖尿病,16,358367.26,209985.96,18
急性盆腔炎,06,73795.42,38220.28,38
结节性甲状腺肿伴甲状腺机能亢进症,16,3281.95,625.54,1
支气管扩张伴感染,14,52184.63,38064.20,8
慢性红细胞增多症,15,3998.34,585.06,1
胆囊结石伴急性化脓性胆囊炎,09,7440.41,4318.90,2
胃肠功能紊乱,16,59824.85,26025.77,27
青光眼 NOS,13,70638.50,47010.67,16
膀胱恶性肿瘤 NOS,13,170586.65,119169.75,11
气管炎伴慢支炎,14,386942.82,295849.86,65
手汗症,15,11988.85,2593.80,2
扁桃体良性肿瘤,16,14296.12,5159.42,1
巨细胞病毒感染,16,10562.51,1354.89,1
多灶性运动神经病,16,34764.84,20087.97,2
波特瘤浮肿性,08,6177.02,4168.81,2
帕金森病,10,94641.59,76472.04,13
附睾良性肿瘤,14,3850.48,2548.74,1
淋巴结反应性增生,13,20709.78,9050.15,2
窦性心律失常,06,4067.20,2505.69,1
眶内炎,13,2426.16,1103.14,1
胆源性肝脓肿,14,184345.35,96876.22,8
骨软骨瘤 (D16.-),13,14927.65,8213.72,1
脊椎病,12,1473519.42,1032044.99,315
腹股沟疝,10,234444.01,173794.43,46
肠梗阻伴坏死,14,2663.21,1489.95,1
温型自身免疫性溶血性贫血,15,11466.81,8675.09,1
骨折内固定装置障碍,15,98115.99,41801.76,19
高血压,07,1134350.59,709204.35,360
类风湿尘肺,15,12201.77,5665.32,2
慢性分泌性中耳炎,12,2028.56,1083.63,1
神经节神经胶质瘤,15,4823.96,1476.68,1
牙痛病,15,18595.31,4249.03,5
创伤性腕水平手切断,16,2869.70,1942.36,2
腭恶性肿瘤,16,13033.50,7398.84,2
结核性肺纤维变性,13,1651.65,1167.18,1
寰枢椎脱位,14,9834.70,6278.38,3
手术后胆道感染,15,19984.93,4979.20,3
先兆临产,13,16216.59,1891.11,4
泪囊炎,14,33322.28,18822.09,9
盆腔囊肿,11,254584.83,160579.94,145
高血压性心脏病 NOS,13,35229.52,27326.18,9
单侧嵌顿性腹股沟疝伴梗阻,16,177898.06,61149.06,14
脑血管病恢复期,09,2457.78,1612.13,1
肺原性心脏病和肺循环疾病,12,71722.23,53057.77,10
霍奇金和非霍奇金淋巴瘤,14,42406.29,28361.93,1
颈椎楔形变,16,12296.18,8679.23,9
原位癌 NOS,08,7834.08,5442.29,1
脑内出血,06,34183.94,21640.39,7
特指男性生殖器官原位癌,15,1272.04,940.44,1
食管裂孔疝,16,85201.91,31146.92,9
神经官能性抑郁症,15,68812.68,19168.13,6
角化病 NOS,13,3254.89,1821.34,1
特指肝硬化,14,302615.95,174707.12,21
精神障碍,13,16147.25,12052.86,1
前床突脑膜瘤,14,304103.44,125000.00,1
脊髓型颈椎病,15,2802912.39,1050752.89,224
颅内占位性病变,11,58910.76,45639.65,4
慢性扁桃体炎急性发作,09,4574.50,3350.03,2
踝关节骨折,12,292749.81,205334.70,28
椎动脉型颈椎病,08,271310.21,176040.06,100
慢性阻塞性支气管炎合并感染,11,4775.99,3295.97,3
角膜上皮脱落,10,1745.35,836.80,1
缺血性心脏病,10,7351.78,6407.33,1
恶性肥大细胞瘤,16,116694.74,22401.30,1
流产、异位妊娠和葡萄胎妊娠后休克,15,10504.55,1642.52,1
中毒性休克,13,1013.58,489.94,1
血栓形成性脑软化,12,1468.11,1218.06,1
胆总管结石伴急性胆囊炎,14,64014.24,34913.36,4
促甲状腺激素不适当分泌综合征,16,1830.07,804.32,1
前臂拇指伸肌和肌腱损伤,16,8521.62,5549.82,2
胸腰椎椎管狭窄,15,642002.17,233516.85,22
门静脉炎,09,1021.77,715.21,1
黑色素瘤 (M87200/3),13,31825.50,23216.65,2
小腿水平大隐静脉损伤,15,9097.55,2613.47,1
外阴恶性肿瘤,13,75848.44,52668.65,4
活跃期停滞,16,5234.42,2220.09,1
妊娠合并血小板减少,15,16861.90,2204.90,1
胸骨后甲状腺囊肿,13,9275.06,5498.66,1
变态反应,15,1935.52,868.22,1
慢性阻塞性肺病伴有急性加重 NOS,07,62871.58,42058.92,8
子宫颈良性肿瘤,13,40739.82,31537.27,1
踝关节扭伤,06,2463.45,895.45,2
颈椎脓肿,15,65320.03,39849.79,5
视网膜动脉栓塞,15,6914.30,3592.31,2
肺嗜酸性粒细胞增多症,15,37691.76,23585.89,4
听力减退,13,4251.24,2401.09,2
艾柯病毒感染,12,1658.55,729.31,1
慢性浅表性胃炎,14,489870.50,337016.50,107
急性乳腺炎,12,12605.65,7416.44,5
皮肌炎,08,2823.10,1707.49,1
结核性结节性红斑,13,1335.70,867.12,1
少发复发性紧张型头痛,10,1960.08,1012.47,1
粘膜性直肠结肠炎,13,5469.55,3879.92,1
骨髓增生异常综合征,09,4694.08,2467.48,1
宫颈白斑,15,73721.77,15930.58,4
齿槽骨质增生,15,4062.87,2821.64,1
创伤性闭合性硬膜外血肿,12,57291.18,28032.39,4
房室结囊性瘤,15,6375.22,3407.60,1
前臂神经损伤,16,4078.18,2888.61,1
流行性腮腺炎伴颌下腺炎,12,32775.57,14790.58,16
膝关节损伤,12,15767.80,10555.48,3
腋动态未定或动态未知恶性肿瘤,15,1224.32,490.83,1
足趾挤压伤,16,44591.93,22857.76,7
膝滑膜炎,12,30782.91,22168.64,10
先天性耳廓瘘,15,9207.48,3806.40,2
多骨性骨纤维异样增殖症,13,13142.40,8244.15,1
胃窦炎,14,4731.79,3041.06,1
鼻咽底恶性肿瘤,14,125985.00,53529.78,1
输卵管肿物,14,2450.21,1063.81,1
骨坏死,07,1589.24,834.19,1
前列腺出血,14,4512.04,2444.87,1
药物性垂体功能减退症,16,20301.87,6707.76,4
结肠出血,10,9419.68,5343.30,5
开放性多处头部损伤,14,3956.30,2070.09,1
睾丸功能障碍,15,4691.40,3316.23,1
下肢多处裂伤,08,3598.65,2461.71,2
乳头恶性肿瘤,15,6673.89,2916.88,1
创伤性硬膜下血肿,14,29201.78,21760.87,3
塑型性支气管炎,12,3522.25,1571.47,1
眼病白内障,11,6399.92,3539.26,2
单纯癌,13,3718.40,1935.96,1
头部局部肿物,10,1128.17,424.52,1
胸部损伤,13,14667.37,9185.19,2
心脏神经官能症,15,462033.56,245385.69,74
慢性浅表性胃炎,15,5066232.25,2590111.28,1535
免疫疾病 NOS,14,958.15,439.58,1
带状疱疹伴有其他并发症,11,2074.00,1772.23,1
蝶窦囊肿,15,25859.32,6019.90,2
视网膜脱离 NOS,06,5077.19,2813.81,2
颈臂综合征,12,15995.87,12075.19,5
胃粘膜脱垂,16,11755.60,8285.36,1
接触性皮炎,16,302929.30,163552.60,108
十二指肠钩虫病,15,40674.11,16146.88,6
股动脉闭塞,12,4210.04,2952.77,1
面神经炎,08,44773.12,30668.99,12
胃炎,07,65922.05,38521.50,22
创伤性骨筋膜室综合征,16,9202.36,5627.43,1
锁骨上淋巴结结核,15,9879.33,2449.16,2
眼睑黑变病,10,4658.18,2197.29,2
持久妄想性障碍,15,8441.56,2667.91,1
脐肿物,16,547.01,286.60,1
高血压急症,15,1103159.91,576754.92,246
颈部继发性恶性肿瘤,16,4226.45,2629.09,1
乳腺肿瘤,11,2308.34,1287.01,1
急性特发性胰腺炎,16,302133.93,119879.16,25
腮腺囊肿,10,3815.68,2641.05,1
细菌性肠炎 NOS,12,5818.67,4150.59,1
颅内感染所致精神障碍,14,1302.48,800.88,1
急性子宫炎,14,5767.89,4138.51,2
慢性气管炎,11,18447.37,14479.72,5
咽峡炎,09,5874.44,3609.12,2
甲床炎,12,31576.65,19346.16,14
腹膜后脂肪瘤,12,4955.35,2780.11,2
胸壁挫伤,15,42776.64,25478.91,21
脑动脉狭窄,14,2540.18,1691.65,1
创伤性髂动脉破裂,15,17959.24,4339.60,1
中风，未特指为出血或梗死,14,36033.46,26255.63,3
心动过速,10,54925.17,42464.99,11
后天性膝外翻,15,13537.67,2649.29,1
躯干部蜂窝组织炎,10,47335.63,34463.02,15
感染性周围神经病,11,2233.81,989.20,1
偏瘫,08,1821.29,1248.65,1
更年期月经过多,13,15688.39,11155.39,1
潜伏性糖尿病,14,17678.37,11022.06,3
致死性中线肉芽肿(鼻部坏疽性肉芽肿),08,944.90,475.53,1
痛风病,16,243272.24,150205.63,67
混合型胎儿宫内窘迫,15,9709.33,3181.31,2
头部良性肿瘤,16,29907.05,20078.12,9
酒精性肝纤维化,08,16389.52,11813.63,3
弥漫性恶性淋巴瘤 NOS (C83.9),13,3969.25,2788.88,1
骶骨良性肿瘤,16,12420.39,6567.88,2
包皮溃疡,13,10373.48,5510.72,3
复发性脐疝,12,13526.04,8167.50,2
腹水,15,446660.77,223725.77,65
鱼胆中毒,15,90426.66,29387.02,6
系统性红斑狼疮,16,1987095.08,805595.43,237
间质性纤维化性肺泡炎,15,7908.15,1536.08,1
急性气管炎,16,67542.76,45137.87,30
复发性肩关节脱位,16,11355.54,2297.77,2
梗阻性鼻炎,09,2713.60,1682.24,1
颈椎胸椎椎间盘突出,14,5278.25,4069.82,1
下肢开放性伤口,15,121494.89,75890.41,82
充血性心力衰竭,13,1714505.63,1246752.46,113
脑出血后遗症,16,1070621.92,672250.91,182
面部皮肤恶性肿瘤,12,7966.85,3380.31,1
牙瘤 NOS (D16.4，D16.5),14,2776.97,1742.58,1
开放性尺骨桡骨骨干骨折,16,17632.04,12200.14,1
足肌痛,16,6976.18,3507.04,1
急性风湿热,12,5660.81,3763.70,2
前庭系统病变,14,1465.45,561.81,1
肝血管瘤,16,624027.33,208574.74,37
泌尿系结石,15,973857.10,402802.65,250
慢性活动性乙型肝炎,07,51079.21,28205.51,13
急性肾功能不全,06,3270.70,2104.77,1
胸腺肿瘤,16,27804.59,10721.19,3
手痛,14,9274.56,5355.80,2
脾区综合征,15,6546.93,3708.81,1
前列腺特指疾病,15,176096.68,109174.60,38
家族性高胆固醇血症,13,43502.02,25258.26,7
肘关节粘连性滑囊炎,16,2023.90,1250.44,1
子宫颈糜烂,11,17310.35,12513.04,4
内部固定装置[任何部位]引起的感染和炎症性反应,11,4038.03,2712.58,1
风湿热,14,4184.57,2175.79,3
皮肤病（特应性皮炎病）,16,8664.96,5146.99,5
子宫病理性收缩环,13,2559.26,848.42,1
妊娠期肝内胆汁淤积症,16,67799.78,17706.96,16
硬癌,12,4630.64,2633.71,2
慢性呼吸衰竭,15,44123.48,10396.68,3
盲肠炎,13,42971.41,27744.58,25
结肠腺瘤样息肉病 (D12.-),13,41157.28,30097.70,3
脑脊髓病,16,65790.82,34588.74,1
会厌溃疡,14,1966.65,1154.38,1
腋下淋巴结继发恶性肿瘤,15,4659.58,1714.33,1
手术后心力衰竭,13,478.06,194.27,1
肛瘘手术,15,65212.54,28362.54,18
三叉神经炎[福瑟吉尔神经痛],12,1603.39,918.62,1
先天性心脏病,13,10796.39,8105.50,1
慢性直肠炎,11,200346.65,142352.28,30
面部结缔组织良性肿瘤,15,31403.28,12850.27,2
手蛇咬伤,12,3042.34,1763.53,2
肾性糖尿,12,12971.61,7209.70,1
疱疹病毒性龈口炎和咽扁桃体炎,15,9255.22,4132.99,9
颧骨骨折,12,446.34,176.07,1
输尿管炎,10,7280.67,5683.42,1
肺栓塞,16,487923.83,219920.54,20
颊恶性肿瘤,12,7918.01,2881.64,1
脊柱变性,14,2305.12,1444.23,1
脑血管畸形,14,66377.01,29084.90,1
鼻血肿,12,7772.92,2767.70,1
前列腺结节,16,22337.00,10218.77,3
耳后瘘管,15,78163.26,31573.17,18
先天性肾上腺皮质增生症,16,22208.27,5634.91,2
心律失常[心律不齐；心律紊乱],08,43136.52,28053.75,19
血管炎(脉管炎),08,6485.89,3552.84,4
后天性纯红细胞再生障碍性贫血,15,107193.86,67344.83,4
水肿，不可归类在他处者,13,4632.76,3460.64,1
急性肾衰竭,12,8018.35,5365.32,1
老年性成熟期白内障,13,5770.63,3140.06,1
直肠恶性肿瘤,09,245769.47,150111.23,23
青光眼合并白内障,14,11587.79,6792.33,2
颌软组织恶性肿瘤,16,1984.62,1268.04,1
痛风结节,15,137164.57,63265.32,13
增生性玻璃体视网膜病变,16,1158.34,522.75,1
类风湿性关节炎,15,6269878.79,3376581.21,1280
前胸壁痛,10,1458.34,1055.90,1
输尿管纽结伴狭窄,16,5087.00,1308.64,6
恶性胸腺瘤,15,50735.74,22622.63,3
子宫底恶性肿瘤,16,1570.47,1233.33,1
胃气胀,14,4884.72,3663.39,1
腮腺淋巴结结核,16,2547.43,1070.47,2
附件继发恶性肿瘤,15,42070.20,16951.27,6
眼内恶性肿瘤,10,23868.71,20661.91,1
肺原位癌,06,20718.49,13420.61,4
血清性关节炎,12,4775.94,3851.42,1
热带白色念珠菌感染,12,1882.40,1294.44,1
膀胱颈狭窄,15,2542.54,565.11,1
慢性痉挛性四肢瘫,15,3635.01,1092.73,2
大腿开放性外伤累及肌腱,14,2296.15,1317.62,1
流感性心肌炎，流行性感冒病毒未标明,12,3915.71,3015.68,1
慢性继发感染性支气管炎,13,46087.37,35709.93,8
肺炎性假瘤,15,239641.15,119271.36,7
前置胎盘不伴出血,14,19492.02,9505.09,2
腰腿痛,10,170864.50,134346.54,32
机械性尿路梗阻,08,4868.36,3440.24,1
便秘,14,273681.06,183053.33,24
膀胱原位癌,10,31148.36,21643.51,4
不完全流产,13,3264.30,1149.68,2
紫癜,15,44777.25,21172.65,19
嵌甲,15,12658.00,7644.56,11
老年精神病态,08,10303.98,7826.56,1
睾丸良性肿瘤,16,3816.74,1944.18,1
皮肤和皮下组织特指毛囊囊肿,15,3874.04,492.31,2
残胃炎,14,33721.19,23605.33,16
非霍奇金淋巴瘤,11,12626.68,7225.04,1
血管瘤,16,982021.53,366537.25,168
房室间隔缺损,15,105406.30,23983.31,3
颊部肿物,14,22522.82,13893.03,3
急性附睾炎,07,1427.94,879.96,1
老年性脊柱炎,11,7660.82,6230.76,1
急性中耳炎,12,24476.78,15177.61,10
股骨转子骨折,10,14278.67,11185.06,1
双侧膝骨性关节炎(病),06,7467.54,3281.23,3
腹腔良性肿瘤,08,1841.10,1211.65,1
肝硬化伴食管胃底静脉曲张,16,33023.46,11236.39,4
眼充血,11,420.71,56.77,1
胆囊结石伴慢性胆囊炎,07,73730.22,42225.96,22
尿失禁 NOS,07,5437.28,3364.57,3
高血压性红细胞增多症[盖斯伯克病],14,3327.50,2674.66,1
皮质型老年性白内障,15,3658.04,1783.47,1
成胶质细胞瘤,15,252427.46,59694.14,6
胸部皮肤恶性肿瘤,16,34983.35,6814.89,2
Q-T间期延长综合征,12,6028.30,2867.69,2
眼前房出血,14,2287.84,1487.68,1
子宫内膜恶性肿瘤,08,34099.38,22635.63,5
宫颈残端恶性肿瘤,15,23296.63,8273.76,4
卵巢积水,16,22979.38,7342.83,1
足骨折 NOS,11,19433.50,15867.36,4
指蜂窝组织炎,07,11361.15,6727.27,4
鹿角状结石,13,2350.66,1239.72,1
失血性休克,16,657990.73,210039.47,24
不完全性腭裂,15,36860.67,8656.13,3
喉恶性肿瘤,16,1076870.74,462200.60,64
